user_id,transaction_amount,transaction_time,merchant,description,category
user_0751,152.89,2024-08-15 00:10:00,Bank Transfer,Bank Transfer,Transfer
user_0222,442.3,2024-12-18 23:57:00,Whole Foods,Whole Foods purchase,Groceries
user_0817,122.29,2024-08-19 05:24:00,Kroger,Kroger purchase,Groceries
user_0323,423.38,2024-06-21 05:43:00,Zara,Zara purchase,Shopping
user_0262,423.34,2024-03-03 09:19:00,Lyft,Lyft purchase,Transport
user_0993,239.85,2024-09-25 06:55:00,Whole Foods,Whole Foods purchase,Groceries
user_0319,290.02,2024-05-26 15:57:00,Doctor Visit,Doctor Visit purchase,Healthcare
user_0040,259.03,2024-04-01 11:05:00,Department Store,Department Store purchase,Shopping
user_0233,423.14,2024-09-24 07:27:00,P2P Transfer,P2P Transfer,Transfer
user_0539,397.71,2024-04-21 10:18:00,Mortgage,Mortgage purchase,Rent/Mortgage
user_0664,163.25,2024-10-12 09:58:00,Con Edison,Con Edison purchase,Utilities
user_0476,188.89,2024-05-02 17:01:00,Misc,Misc purchase,Other
user_0469,431.27,2024-10-03 04:50:00,Employer,Employer,Salary
user_0824,174.71,2024-08-16 23:30:00,Online Shop,Online Shop purchase,Shopping
user_0759,49.21,2024-09-24 13:19:00,Zara,Zara purchase,Shopping
user_0168,443.79,2024-01-16 10:27:00,Dentist,Dentist purchase,Healthcare
user_0390,363.65,2024-09-14 06:26:00,Gas Company,Gas Company purchase,Utilities
user_0765,154.12,2024-06-15 01:22:00,Cinema,Cinema purchase,Entertainment
user_0993,88.14,2024-05-05 22:40:00,Concert Tickets,Concert Tickets purchase,Entertainment
user_0911,408.99,2024-05-05 01:03:00,Water Bill,Water Bill purchase,Utilities
user_0078,395.23,2024-09-01 08:32:00,Kroger,Kroger purchase,Groceries
user_0892,340.65,2024-01-09 14:03:00,Whole Foods,Whole Foods purchase,Groceries
user_0412,344.89,2024-03-03 19:49:00,P2P Transfer,P2P Transfer,Transfer
user_0211,469.92,2024-09-11 15:06:00,P2P Transfer,P2P Transfer,Transfer
user_0550,51.52,2024-11-11 09:37:00,Bank Transfer,Bank Transfer,Transfer
user_0184,476.96,2024-03-20 21:59:00,Water Bill,Water Bill purchase,Utilities
user_0101,226.86,2024-02-07 05:57:00,Gas Company,Gas Company purchase,Utilities
user_0600,44.97,2024-05-26 13:19:00,Payroll,Payroll,Salary
user_0536,163.68,2024-07-27 10:07:00,Misc,Misc purchase,Other
user_0136,199.85,2024-07-28 02:06:00,Ebay,Ebay purchase,Shopping
user_0863,443.15,2024-11-25 23:14:00,Uncategorized,Uncategorized purchase,Other
user_0044,159.42,2024-11-26 16:10:00,P2P Transfer,P2P Transfer,Transfer
user_0628,119.44,2024-06-23 01:56:00,Mortgage,Mortgage purchase,Rent/Mortgage
user_0830,373.36,2024-03-16 18:00:00,Dentist,Dentist purchase,Healthcare
user_0057,107.8,2024-01-06 08:03:00,Amazon,Amazon purchase,Shopping
user_0297,470.79,2024-02-14 18:05:00,Bus Ticket,Bus Ticket purchase,Transport
user_0752,267.91,2024-09-26 18:19:00,Landlord,Landlord purchase,Rent/Mortgage
user_0969,9.69,2024-09-16 09:59:00,Amazon,Amazon purchase,Shopping
user_0734,67.07,2024-04-02 12:27:00,Landlord,Landlord purchase,Rent/Mortgage
user_0987,407.28,2024-03-18 17:46:00,Concert Tickets,Concert Tickets purchase,Entertainment
user_0407,381.88,2024-01-02 01:10:00,Amazon,Amazon purchase,Shopping
user_0853,153.65,2024-12-26 20:04:00,Taxi,Taxi purchase,Transport
user_0361,86.52,2024-03-13 09:36:00,Gas Station,Gas Station purchase,Transport
user_0570,130.51,2024-11-21 16:31:00,Gaming Store,Gaming Store purchase,Entertainment
user_0179,241.76,2024-08-09 02:33:00,Various,Various purchase,Other
user_0972,366.4,2024-12-12 02:10:00,Landlord,Landlord purchase,Rent/Mortgage
user_0013,335.8,2024-12-03 02:55:00,Electricity Co.,Electricity Co. purchase,Utilities
user_0175,127.76,2024-08-03 03:07:00,Mortgage,Mortgage purchase,Rent/Mortgage
user_0878,314.51,2024-05-31 02:00:00,Dentist,Dentist purchase,Healthcare
user_0194,437.76,2024-10-05 11:11:00,Restaurant,Restaurant purchase,Entertainment
user_0704,343.53,2024-08-12 02:11:00,Online Shop,Online Shop purchase,Shopping
user_0745,320.39,2024-02-11 18:28:00,Walmart,Walmart purchase,Groceries
user_0845,453.23,2024-11-19 18:10:00,Employer,Employer,Salary
user_0780,278.07,2024-07-08 01:28:00,Department Store,Department Store purchase,Shopping
user_0522,273.7,2024-11-30 14:02:00,Bus Ticket,Bus Ticket purchase,Transport
user_0577,152.1,2024-11-20 11:16:00,Amazon,Amazon purchase,Shopping
user_0624,65.63,2024-02-13 19:29:00,Gas Station,Gas Station purchase,Transport
user_0040,187.58,2024-01-26 18:55:00,Whole Foods,Whole Foods purchase,Groceries
user_0183,174.22,2024-02-12 07:20:00,Netflix,Netflix purchase,Entertainment
user_0041,397.49,2024-08-05 17:05:00,Landlord,Landlord purchase,Rent/Mortgage
user_0662,39.29,2024-04-07 09:35:00,P2P Transfer,P2P Transfer,Transfer
user_0312,302.31,2024-03-18 15:22:00,Freelance Income,Freelance Income,Salary
user_0698,85.12,2024-07-01 03:13:00,Hospital,Hospital purchase,Healthcare
user_0689,483.09,2024-02-19 01:08:00,Spotify,Spotify purchase,Entertainment
user_0558,287.79,2024-02-13 16:25:00,Bus Ticket,Bus Ticket purchase,Transport
user_0888,194.77,2024-01-17 18:07:00,Con Edison,Con Edison purchase,Utilities
user_0936,479.39,2024-11-08 13:22:00,Ebay,Ebay purchase,Shopping
user_0151,6.8,2024-07-14 05:37:00,Netflix,Netflix purchase,Entertainment
user_0699,394.32,2024-02-28 18:45:00,Misc,Misc purchase,Other
user_0837,335.47,2024-10-01 02:51:00,Target,Target purchase,Groceries
user_0148,215.91,2024-12-11 11:47:00,Bank Transfer,Bank Transfer,Transfer
user_0948,7.84,2024-05-05 07:18:00,Concert Tickets,Concert Tickets purchase,Entertainment
user_0084,210.69,2024-05-15 07:36:00,Con Edison,Con Edison purchase,Utilities
user_0033,372.29,2024-05-30 14:37:00,Metro,Metro purchase,Transport
user_0514,156.53,2024-03-20 11:04:00,Doctor Visit,Doctor Visit purchase,Healthcare
user_0911,413.02,2024-09-13 05:50:00,Hospital,Hospital purchase,Healthcare
user_0762,80.13,2024-02-06 00:26:00,Bank Transfer,Bank Transfer,Transfer
user_0163,68.81,2024-11-02 02:38:00,Various,Various purchase,Other
user_0446,8.49,2024-04-18 13:33:00,Lyft,Lyft purchase,Transport
user_0026,273.41,2024-12-10 17:59:00,Netflix,Netflix purchase,Entertainment
user_0911,223.44,2024-06-02 05:34:00,Restaurant,Restaurant purchase,Entertainment
user_0965,126.62,2024-12-16 17:35:00,Cinema,Cinema purchase,Entertainment
user_0821,75.61,2024-11-11 04:55:00,Ebay,Ebay purchase,Shopping
user_0613,93.17,2024-09-03 09:15:00,Freelance Income,Freelance Income,Salary
user_0006,89.95,2024-10-04 03:14:00,Bar,Bar purchase,Entertainment
user_0064,39.74,2024-05-27 18:27:00,Uber,Uber purchase,Transport
user_0113,114.75,2024-04-16 04:45:00,Department Store,Department Store purchase,Shopping
user_0996,470.34,2024-11-29 11:53:00,Dentist,Dentist purchase,Healthcare
user_0877,498.22,2024-03-31 03:27:00,Employer,Employer,Salary
user_0416,130.87,2024-02-25 04:47:00,Dentist,Dentist purchase,Healthcare
user_0515,135.74,2024-10-11 22:08:00,Whole Foods,Whole Foods purchase,Groceries
user_0743,258.5,2024-12-01 13:22:00,Payroll,Payroll,Salary
user_0039,170.43,2024-02-14 13:44:00,Payroll,Payroll,Salary
user_0952,221.39,2024-11-07 02:51:00,Metro,Metro purchase,Transport
user_0577,380.85,2024-08-06 23:17:00,Walmart,Walmart purchase,Groceries
user_0114,59.24,2024-07-28 21:12:00,Employer,Employer,Salary
user_0692,204.54,2024-06-01 12:42:00,Netflix,Netflix purchase,Entertainment
user_0922,60.63,2024-07-28 05:45:00,Lyft,Lyft purchase,Transport
user_0508,30.53,2024-01-29 10:24:00,Rent Payment,Rent Payment purchase,Rent/Mortgage
user_0168,189.38,2024-01-22 22:01:00,Department Store,Department Store purchase,Shopping
user_0713,13.29,2024-01-12 12:12:00,Electricity Co.,Electricity Co. purchase,Utilities
user_0470,406.4,2024-01-02 08:20:00,Netflix,Netflix purchase,Entertainment
user_0943,79.86,2024-12-05 16:14:00,Uncategorized,Uncategorized purchase,Other
user_0988,421.8,2024-03-27 17:27:00,H&M,H&M purchase,Shopping
user_0442,312.24,2024-03-09 21:01:00,Gas Company,Gas Company purchase,Utilities
user_0994,388.67,2024-12-27 03:03:00,Bus Ticket,Bus Ticket purchase,Transport
user_0536,14.02,2024-05-30 21:08:00,Trader Joe's,Trader Joe's purchase,Groceries
user_0988,404.32,2024-03-25 08:32:00,Ebay,Ebay purchase,Shopping
user_0625,65.27,2024-08-15 00:38:00,Payroll,Payroll,Salary
user_0050,437.95,2024-06-20 06:38:00,Housing Co.,Housing Co. purchase,Rent/Mortgage
user_0169,282.27,2024-04-19 11:40:00,Bank Transfer,Bank Transfer,Transfer
user_0007,332.03,2024-05-19 19:47:00,Misc,Misc purchase,Other
user_0425,373.13,2024-04-28 11:51:00,Dentist,Dentist purchase,Healthcare
user_0862,149.08,2024-01-01 23:23:00,Pharmacy,Pharmacy purchase,Healthcare
user_0363,346.02,2024-09-22 18:52:00,PG&E,PG&E purchase,Utilities
user_0460,359.72,2024-04-16 13:55:00,Mortgage,Mortgage purchase,Rent/Mortgage
user_0267,195.76,2024-09-20 10:00:00,Various,Various purchase,Other
user_0592,150.62,2024-03-11 19:49:00,Rent Payment,Rent Payment purchase,Rent/Mortgage
user_0926,287.91,2024-09-25 23:46:00,Bus Ticket,Bus Ticket purchase,Transport
user_0793,486.44,2024-08-09 17:29:00,Payroll,Payroll,Salary
user_0871,307.85,2024-01-21 22:13:00,Water Bill,Water Bill purchase,Utilities
user_0366,161.52,2024-08-08 23:53:00,Trader Joe's,Trader Joe's purchase,Groceries
user_0320,333.41,2024-03-01 23:43:00,Mortgage,Mortgage purchase,Rent/Mortgage
user_0779,310.09,2024-09-06 03:13:00,Mortgage,Mortgage purchase,Rent/Mortgage
user_0606,402.06,2024-09-25 10:00:00,Kroger,Kroger purchase,Groceries
user_0384,181.85,2024-02-24 19:05:00,Electricity Co.,Electricity Co. purchase,Utilities
user_0092,67.94,2024-12-14 13:01:00,Gas Station,Gas Station purchase,Transport
user_0043,231.1,2024-05-18 06:58:00,Mortgage,Mortgage purchase,Rent/Mortgage
user_0100,459.46,2024-10-12 23:59:00,Misc,Misc purchase,Other
user_0368,286.24,2024-09-21 09:11:00,Online Shop,Online Shop purchase,Shopping
user_0993,24.48,2024-04-04 15:53:00,Misc,Misc purchase,Other
user_0935,497.5,2024-05-24 18:46:00,Taxi,Taxi purchase,Transport
user_0184,68.18,2024-01-12 12:10:00,Doctor Visit,Doctor Visit purchase,Healthcare
user_0954,485.64,2024-11-21 01:30:00,Landlord,Landlord purchase,Rent/Mortgage
user_0816,397.1,2024-04-02 07:53:00,Employer,Employer,Salary
user_0550,412.18,2024-11-06 23:59:00,Freelance Income,Freelance Income,Salary
user_0304,14.65,2024-11-07 12:52:00,Bank Transfer,Bank Transfer,Transfer
user_0444,334.56,2024-05-28 18:43:00,Hospital,Hospital purchase,Healthcare
user_0349,34.35,2024-01-11 09:40:00,Con Edison,Con Edison purchase,Utilities
user_0479,376.41,2024-08-07 19:39:00,Misc,Misc purchase,Other
user_0415,272.88,2024-12-29 03:21:00,Housing Co.,Housing Co. purchase,Rent/Mortgage
user_0896,254.89,2024-05-27 03:10:00,Lyft,Lyft purchase,Transport
user_0459,24.88,2024-09-23 14:24:00,PG&E,PG&E purchase,Utilities
user_0077,248.56,2024-09-24 05:37:00,Kroger,Kroger purchase,Groceries
user_0822,473.57,2024-08-07 11:19:00,Misc,Misc purchase,Other
user_0876,468.33,2024-06-16 16:21:00,Water Bill,Water Bill purchase,Utilities
user_0655,403.66,2024-11-26 05:25:00,Gas Station,Gas Station purchase,Transport
user_0641,206.98,2024-08-01 10:32:00,Uncategorized,Uncategorized purchase,Other
user_0724,213.84,2024-06-25 19:26:00,Target,Target purchase,Groceries
user_0238,191.42,2024-07-09 08:43:00,Water Bill,Water Bill purchase,Utilities
user_0255,52.08,2024-02-28 00:54:00,Ebay,Ebay purchase,Shopping
user_0086,315.6,2024-03-26 18:34:00,Housing Co.,Housing Co. purchase,Rent/Mortgage
user_0275,59.05,2024-02-06 09:03:00,Department Store,Department Store purchase,Shopping
user_0859,38.44,2024-03-28 17:37:00,Bus Ticket,Bus Ticket purchase,Transport
user_0932,286.9,2024-03-28 14:15:00,Bank Transfer,Bank Transfer,Transfer
user_0957,352.36,2024-08-03 18:05:00,Taxi,Taxi purchase,Transport
user_0225,26.43,2024-05-05 23:27:00,Whole Foods,Whole Foods purchase,Groceries
user_0768,56.48,2024-01-25 11:18:00,Target,Target purchase,Groceries
user_0937,164.73,2024-10-09 21:33:00,Various,Various purchase,Other
user_0792,29.19,2024-05-10 01:34:00,Dentist,Dentist purchase,Healthcare
user_0476,186.03,2024-05-03 05:35:00,Water Bill,Water Bill purchase,Utilities
user_0286,320.37,2024-06-16 22:36:00,Landlord,Landlord purchase,Rent/Mortgage
user_0085,106.54,2024-01-04 00:13:00,Gaming Store,Gaming Store purchase,Entertainment
user_0458,277.38,2024-12-23 10:55:00,P2P Transfer,P2P Transfer,Transfer
user_0473,218.87,2024-11-05 15:32:00,Misc,Misc purchase,Other
user_0427,18.15,2024-10-11 03:19:00,Spotify,Spotify purchase,Entertainment
user_0045,53.98,2024-12-26 22:29:00,Taxi,Taxi purchase,Transport
user_0994,348.3,2024-11-11 06:44:00,Spotify,Spotify purchase,Entertainment
user_0465,302.51,2024-01-18 11:10:00,Freelance Income,Freelance Income,Salary
user_0322,16.33,2024-11-09 07:11:00,Bank Transfer,Bank Transfer,Transfer
user_0438,55.55,2024-03-28 02:36:00,Misc,Misc purchase,Other
user_0337,74.16,2024-07-23 19:30:00,Uber,Uber purchase,Transport
user_0517,490.58,2024-03-04 04:51:00,Uncategorized,Uncategorized purchase,Other
user_0285,351.86,2024-01-24 04:59:00,Employer,Employer,Salary
user_0679,337.3,2024-02-05 19:30:00,Various,Various purchase,Other
user_0179,302.42,2024-03-12 18:11:00,Mortgage,Mortgage purchase,Rent/Mortgage
user_0354,59.61,2024-06-08 01:17:00,Landlord,Landlord purchase,Rent/Mortgage
user_0534,421.67,2024-05-23 04:19:00,Bank Transfer,Bank Transfer,Transfer
user_0312,158.33,2024-02-26 03:34:00,Misc,Misc purchase,Other
user_0840,320.6,2024-05-27 20:25:00,P2P Transfer,P2P Transfer,Transfer
user_0265,165.62,2024-06-20 00:03:00,Taxi,Taxi purchase,Transport
user_0458,450.89,2024-11-20 09:57:00,Dentist,Dentist purchase,Healthcare
user_0403,430.72,2024-06-25 04:16:00,Employer,Employer,Salary
user_0524,442.2,2024-10-02 06:03:00,Various,Various purchase,Other
user_0517,255.88,2024-09-29 21:32:00,Misc,Misc purchase,Other
user_0724,328.94,2024-05-25 05:12:00,P2P Transfer,P2P Transfer,Transfer
user_0088,188.14,2024-05-03 14:51:00,Rent Payment,Rent Payment purchase,Rent/Mortgage
user_0294,183.91,2024-05-26 21:00:00,Amazon,Amazon purchase,Shopping
user_0045,297.49,2024-07-25 20:01:00,Target,Target purchase,Groceries
user_0797,68.73,2024-07-09 17:25:00,Bank Transfer,Bank Transfer,Transfer
user_0699,258.88,2024-08-23 18:12:00,Doctor Visit,Doctor Visit purchase,Healthcare
user_0341,307.61,2024-10-03 03:55:00,Department Store,Department Store purchase,Shopping
user_0022,322.73,2024-12-01 22:59:00,Bank Transfer,Bank Transfer,Transfer
user_0280,223.45,2024-01-03 04:19:00,Rent Payment,Rent Payment purchase,Rent/Mortgage
user_0559,40.21,2024-11-16 20:51:00,H&M,H&M purchase,Shopping
user_0551,375.89,2024-02-27 12:36:00,Electricity Co.,Electricity Co. purchase,Utilities
user_0434,346.56,2024-05-17 00:44:00,Employer,Employer,Salary
user_0516,438.39,2024-12-26 00:59:00,Target,Target purchase,Groceries
user_0391,267.38,2024-08-28 02:43:00,Rent Payment,Rent Payment purchase,Rent/Mortgage
user_0304,53.95,2024-10-10 19:21:00,P2P Transfer,P2P Transfer,Transfer
user_0570,430.05,2024-09-30 11:21:00,Ebay,Ebay purchase,Shopping
user_0599,452.76,2024-12-14 04:01:00,Medical Supply,Medical Supply purchase,Healthcare
user_0834,432.37,2024-08-09 11:15:00,Pharmacy,Pharmacy purchase,Healthcare
user_0012,261.15,2024-04-03 18:53:00,Doctor Visit,Doctor Visit purchase,Healthcare
user_0260,336.75,2024-01-07 12:15:00,P2P Transfer,P2P Transfer,Transfer
user_0951,154.68,2024-06-16 07:12:00,Walmart,Walmart purchase,Groceries
user_0888,143.62,2024-03-29 09:02:00,Pharmacy,Pharmacy purchase,Healthcare
user_0131,114.85,2024-11-25 04:43:00,Payroll,Payroll,Salary
user_0704,146.16,2024-04-13 17:20:00,Kroger,Kroger purchase,Groceries
user_0733,332.15,2024-04-02 03:31:00,Online Shop,Online Shop purchase,Shopping
user_0067,454.12,2024-09-30 21:42:00,Employer,Employer,Salary
user_0045,112.06,2024-01-02 08:36:00,Local Grocer,Local Grocer purchase,Groceries
user_0631,5.19,2024-03-30 06:41:00,Misc,Misc purchase,Other
user_0466,19.53,2024-03-24 06:53:00,Online Shop,Online Shop purchase,Shopping
user_0083,245.03,2024-06-29 08:33:00,Freelance Income,Freelance Income,Salary
user_0183,99.37,2024-01-25 19:42:00,Department Store,Department Store purchase,Shopping
user_0383,46.93,2024-11-19 11:08:00,Bus Ticket,Bus Ticket purchase,Transport
user_0267,217.39,2024-06-24 11:03:00,Pharmacy,Pharmacy purchase,Healthcare
user_0189,481.41,2024-01-17 06:41:00,Spotify,Spotify purchase,Entertainment
user_0168,304.9,2024-07-11 12:18:00,Online Shop,Online Shop purchase,Shopping
user_0864,389.82,2024-08-07 23:24:00,Rent Payment,Rent Payment purchase,Rent/Mortgage
user_0624,236.87,2024-10-16 20:28:00,Cinema,Cinema purchase,Entertainment
user_0821,367.43,2024-11-16 21:25:00,Concert Tickets,Concert Tickets purchase,Entertainment
user_0219,460.46,2024-03-03 10:04:00,Gas Station,Gas Station purchase,Transport
user_0273,299.6,2024-04-20 07:26:00,Landlord,Landlord purchase,Rent/Mortgage
user_0478,23.81,2024-12-07 15:29:00,Freelance Income,Freelance Income,Salary
user_0683,215.07,2024-03-03 15:32:00,Online Shop,Online Shop purchase,Shopping
user_0628,341.67,2024-01-03 08:40:00,Employer,Employer,Salary
user_0313,345.0,2024-07-16 07:39:00,Amazon,Amazon purchase,Shopping
user_0141,386.4,2024-07-11 07:16:00,Landlord,Landlord purchase,Rent/Mortgage
user_0175,460.56,2024-09-29 20:08:00,Rent Payment,Rent Payment purchase,Rent/Mortgage
user_0211,410.24,2024-01-26 08:21:00,P2P Transfer,P2P Transfer,Transfer
user_0539,74.46,2024-10-11 00:21:00,Mortgage,Mortgage purchase,Rent/Mortgage
user_0781,358.66,2024-08-13 23:01:00,Kroger,Kroger purchase,Groceries
user_0016,190.45,2024-01-25 22:46:00,Cinema,Cinema purchase,Entertainment
user_0864,213.15,2024-08-24 23:42:00,Pharmacy,Pharmacy purchase,Healthcare
user_0181,408.41,2024-04-17 03:40:00,Bank Transfer,Bank Transfer,Transfer
user_0418,37.36,2024-10-08 21:31:00,Online Shop,Online Shop purchase,Shopping
user_0019,399.76,2024-12-17 22:50:00,Rent Payment,Rent Payment purchase,Rent/Mortgage
user_0622,168.98,2024-02-26 03:13:00,Walmart,Walmart purchase,Groceries
user_0501,269.58,2024-04-22 11:46:00,Zara,Zara purchase,Shopping
user_0508,26.22,2024-12-28 11:49:00,Rent Payment,Rent Payment purchase,Rent/Mortgage
user_0537,86.7,2024-10-09 18:07:00,Dentist,Dentist purchase,Healthcare
user_0812,261.64,2024-07-06 23:59:00,Whole Foods,Whole Foods purchase,Groceries
user_0832,417.31,2024-03-15 08:54:00,Walmart,Walmart purchase,Groceries
user_0954,170.45,2024-08-21 20:50:00,Uncategorized,Uncategorized purchase,Other
user_0219,314.09,2024-02-26 17:15:00,Pharmacy,Pharmacy purchase,Healthcare
user_0257,237.62,2024-08-28 15:01:00,Bank Transfer,Bank Transfer,Transfer
user_0713,24.61,2024-09-07 02:32:00,Bank Transfer,Bank Transfer,Transfer
user_0303,129.63,2024-03-05 01:03:00,Doctor Visit,Doctor Visit purchase,Healthcare
user_0302,351.27,2024-01-15 13:18:00,Zara,Zara purchase,Shopping
user_0704,148.23,2024-12-17 02:26:00,PG&E,PG&E purchase,Utilities
user_0179,262.01,2024-02-27 15:48:00,Uncategorized,Uncategorized purchase,Other
user_0590,424.56,2024-04-23 16:30:00,Uber,Uber purchase,Transport
user_0634,175.09,2024-08-22 15:53:00,Misc,Misc purchase,Other
user_0786,41.77,2024-08-21 09:31:00,Pharmacy,Pharmacy purchase,Healthcare
user_0668,122.38,2024-02-07 07:49:00,Department Store,Department Store purchase,Shopping
user_0742,162.73,2024-07-02 20:12:00,Bus Ticket,Bus Ticket purchase,Transport
user_0914,327.19,2024-05-16 03:51:00,Pharmacy,Pharmacy purchase,Healthcare
user_0657,22.39,2024-06-21 03:40:00,Various,Various purchase,Other
user_0044,267.01,2024-01-30 13:08:00,Netflix,Netflix purchase,Entertainment
user_0481,467.02,2024-07-04 14:59:00,Cinema,Cinema purchase,Entertainment
user_0530,151.43,2024-11-17 15:00:00,Freelance Income,Freelance Income,Salary
user_0076,79.14,2024-06-29 09:18:00,Local Grocer,Local Grocer purchase,Groceries
user_0531,217.41,2024-01-18 09:36:00,Housing Co.,Housing Co. purchase,Rent/Mortgage
user_0488,198.18,2024-12-22 06:41:00,Concert Tickets,Concert Tickets purchase,Entertainment
user_0731,464.62,2024-03-13 08:10:00,Housing Co.,Housing Co. purchase,Rent/Mortgage
user_0416,66.11,2024-02-12 16:37:00,Various,Various purchase,Other
user_0747,72.3,2024-04-22 00:01:00,Doctor Visit,Doctor Visit purchase,Healthcare
user_0124,457.37,2024-04-08 16:45:00,Gas Station,Gas Station purchase,Transport
user_0051,463.48,2024-05-15 15:50:00,Landlord,Landlord purchase,Rent/Mortgage
user_0561,201.92,2024-10-01 15:36:00,Landlord,Landlord purchase,Rent/Mortgage
user_0856,109.08,2024-05-26 01:36:00,Electricity Co.,Electricity Co. purchase,Utilities
user_0603,219.11,2024-01-12 00:57:00,Doctor Visit,Doctor Visit purchase,Healthcare
user_0749,206.83,2024-06-13 10:16:00,Misc,Misc purchase,Other
user_0727,49.79,2024-02-07 15:47:00,Mortgage,Mortgage purchase,Rent/Mortgage
user_0025,400.88,2024-02-22 20:13:00,Payroll,Payroll,Salary
user_0278,240.63,2024-01-28 22:08:00,Rent Payment,Rent Payment purchase,Rent/Mortgage
user_0508,223.76,2024-07-21 15:20:00,Department Store,Department Store purchase,Shopping
user_0060,457.45,2024-02-16 00:02:00,Freelance Income,Freelance Income,Salary
user_0209,390.18,2024-11-30 06:03:00,Employer,Employer,Salary
user_0081,474.45,2024-01-15 18:27:00,Freelance Income,Freelance Income,Salary
user_0935,135.94,2024-10-24 12:29:00,Bus Ticket,Bus Ticket purchase,Transport
user_0529,322.36,2024-08-29 02:16:00,Dentist,Dentist purchase,Healthcare
user_0467,363.62,2024-06-06 19:43:00,Dentist,Dentist purchase,Healthcare
user_0557,362.41,2024-04-09 06:59:00,Water Bill,Water Bill purchase,Utilities
user_0435,72.25,2024-12-04 15:03:00,Electricity Co.,Electricity Co. purchase,Utilities
user_0568,209.95,2024-11-25 16:39:00,Online Shop,Online Shop purchase,Shopping
user_0285,24.22,2024-07-23 09:32:00,Bar,Bar purchase,Entertainment
user_0793,296.87,2024-05-22 01:43:00,Payroll,Payroll,Salary
user_0508,397.69,2024-01-21 23:57:00,Bus Ticket,Bus Ticket purchase,Transport
user_0519,33.43,2024-06-23 11:49:00,Trader Joe's,Trader Joe's purchase,Groceries
user_0514,268.32,2024-03-20 04:58:00,Spotify,Spotify purchase,Entertainment
user_0881,427.77,2024-07-10 18:03:00,Misc,Misc purchase,Other
user_0152,208.74,2024-02-03 21:59:00,Bank Transfer,Bank Transfer,Transfer
user_0929,204.67,2024-04-19 01:38:00,Concert Tickets,Concert Tickets purchase,Entertainment
user_0481,493.51,2024-04-11 22:24:00,Department Store,Department Store purchase,Shopping
user_0395,168.77,2024-06-18 18:22:00,P2P Transfer,P2P Transfer,Transfer
user_0300,455.44,2024-02-12 04:21:00,Bank Transfer,Bank Transfer,Transfer
user_0508,361.08,2024-06-26 06:37:00,Rent Payment,Rent Payment purchase,Rent/Mortgage
user_0650,235.73,2024-08-04 03:22:00,PG&E,PG&E purchase,Utilities
user_0364,171.83,2024-08-12 01:15:00,Landlord,Landlord purchase,Rent/Mortgage
user_0755,55.15,2024-10-13 06:04:00,Various,Various purchase,Other
user_0186,337.99,2024-12-22 15:28:00,Bar,Bar purchase,Entertainment
user_0849,407.39,2024-01-05 11:27:00,Lyft,Lyft purchase,Transport
user_0220,332.35,2024-01-21 21:24:00,Trader Joe's,Trader Joe's purchase,Groceries
user_0340,496.53,2024-03-28 22:59:00,Lyft,Lyft purchase,Transport
user_0816,122.76,2024-08-02 12:18:00,Bus Ticket,Bus Ticket purchase,Transport
user_0690,340.1,2024-08-16 21:46:00,Uncategorized,Uncategorized purchase,Other
user_0832,134.89,2024-07-05 08:05:00,Gas Company,Gas Company purchase,Utilities
user_0515,125.99,2024-07-19 13:34:00,Rent Payment,Rent Payment purchase,Rent/Mortgage
user_0464,154.54,2024-03-10 21:38:00,Housing Co.,Housing Co. purchase,Rent/Mortgage
user_0976,87.78,2024-12-09 07:23:00,Gas Company,Gas Company purchase,Utilities
user_0107,414.82,2024-03-28 01:05:00,Target,Target purchase,Groceries
user_0112,216.94,2024-12-07 23:47:00,Medical Supply,Medical Supply purchase,Healthcare
user_0417,387.64,2024-05-06 06:35:00,Hospital,Hospital purchase,Healthcare
user_0448,313.69,2024-10-17 02:07:00,Kroger,Kroger purchase,Groceries
user_0602,109.09,2024-08-25 01:37:00,Uber,Uber purchase,Transport
user_0963,350.69,2024-03-02 04:43:00,Housing Co.,Housing Co. purchase,Rent/Mortgage
user_0521,253.95,2024-11-24 20:20:00,Water Bill,Water Bill purchase,Utilities
user_0114,308.19,2024-02-28 23:53:00,Bus Ticket,Bus Ticket purchase,Transport
user_0274,312.7,2024-01-03 23:55:00,Online Shop,Online Shop purchase,Shopping
user_0085,110.2,2024-08-21 02:23:00,Lyft,Lyft purchase,Transport
user_0646,31.34,2024-02-05 07:16:00,Various,Various purchase,Other
user_0695,153.31,2024-01-28 22:58:00,Various,Various purchase,Other
user_0511,251.24,2024-01-23 16:00:00,Gas Company,Gas Company purchase,Utilities
user_0448,147.92,2024-09-21 02:19:00,Bank Transfer,Bank Transfer,Transfer
user_0046,315.98,2024-08-25 07:08:00,Misc,Misc purchase,Other
user_0586,68.89,2024-04-06 11:08:00,Gas Company,Gas Company purchase,Utilities
user_0470,53.37,2024-01-17 09:22:00,Bank Transfer,Bank Transfer,Transfer
user_0816,74.05,2024-03-17 19:54:00,Local Grocer,Local Grocer purchase,Groceries
user_0168,159.64,2024-06-13 17:55:00,Hospital,Hospital purchase,Healthcare
user_0795,127.71,2024-09-14 15:27:00,Uncategorized,Uncategorized purchase,Other
user_0464,200.46,2024-08-08 00:20:00,Bank Transfer,Bank Transfer,Transfer
user_0244,47.79,2024-06-20 06:45:00,Spotify,Spotify purchase,Entertainment
